Date,Open,Adj. High,Adj. Low,Close,Adj. Close,Volume
2003-01-02,43.207081,44.408825,43.112473,126.750000,44.408825,4358200
2003-01-03,44.233643,44.405331,44.051460,126.269997,44.240665,2754400
2003-01-06,44.040943,44.633053,43.977879,127.190002,44.562996,3824600
2003-01-07,44.251160,44.794247,44.251160,127.070000,44.520947,4320600
2003-01-08,44.426346,44.426346,43.851746,125.699997,44.040943,4605600
2003-01-09,44.146049,44.776703,43.991898,127.690002,44.738178,3804000
2003-01-10,44.286194,44.629566,44.093513,126.620003,44.363277,3984000
2003-01-13,44.356285,44.839783,43.974380,126.540001,44.335255,3172800
2003-01-14,44.391315,44.934376,44.268688,127.980003,44.839783,4068200
2003-01-15,44.843285,44.951904,44.258171,127.019997,44.503433,3286200
2003-01-16,44.724155,44.836281,44.223145,126.650002,44.373798,3131600
2003-01-17,44.005917,44.307232,43.858757,126.320000,44.258171,4052600
2003-01-21,44.461395,44.577007,43.886795,125.639999,44.019920,4441400
2003-01-22,44.023430,44.888832,44.023430,127.500000,44.671604,6220800
2003-01-23,44.671604,45.246193,44.531464,128.970001,45.186642,5275200
2003-01-24,44.934376,45.050003,44.233643,126.349998,44.268688,4780000
2003-01-27,44.111027,44.559490,43.816727,125.080002,43.823738,4903400
2003-01-28,43.883293,44.163570,43.743130,125.830002,44.086517,3648200
2003-01-29,43.907822,44.531464,43.221111,126.599998,44.356285,4736000
2003-01-30,44.268688,44.457882,43.413807,123.910004,43.413807,5023800
2003-01-31,43.326199,44.293221,43.308693,124.550003,43.638027,5861800
2003-02-03,44.009426,44.142544,43.631020,124.989998,43.792187,5096000
2003-02-04,43.550434,43.620502,42.902271,123.099998,43.130009,5291400
2003-02-05,43.438328,43.834221,43.094959,123.139999,43.144012,4242800
2003-02-06,43.228096,43.392769,42.881241,123.019997,43.101967,3813000
2003-02-07,43.270138,43.424316,42.769131,122.480003,42.912777,3598600
2003-02-10,42.912777,43.438328,42.628971,123.669998,43.329708,3698600
2003-02-11,43.617012,43.781677,43.094959,123.080002,43.122986,3663000
2003-02-12,43.252628,43.462849,42.828678,122.250000,42.832191,3754000
2003-02-13,42.919781,43.154530,42.131466,122.410004,42.888245,5132000
2003-02-14,43.161522,43.837742,42.860229,125.089996,43.827217,6224000
2003-02-18,43.841248,44.668095,43.841248,126.610001,44.359783,5251800
2003-02-19,44.595749,44.638023,43.958279,125.870003,44.331615,3434400
2003-02-20,44.377388,44.409088,43.849087,124.849998,43.972366,3551200
2003-02-21,44.201290,44.676762,43.901917,126.849998,44.676762,5295200
2003-02-24,44.680294,44.680294,43.965328,125.019997,44.032242,3945000
2003-02-25,44.035763,44.271725,43.345436,125.699997,44.271725,5993600
2003-02-26,44.271725,44.377388,43.870220,124.800003,43.954742,3870000
2003-02-27,44.236507,44.616882,43.968842,126.180000,44.440792,4367400
2003-02-28,44.521805,44.747208,43.761036,125.370003,44.155506,4763600
2003-03-03,44.324554,44.729588,43.940662,124.760002,43.940662,3150400
2003-03-04,43.972366,44.046326,43.391228,123.699997,43.567322,4286200
2003-03-05,43.620159,44.067448,43.380657,125.099998,44.060406,4691400
